3,1,782,215,154,111,-1,-1,-1,-1
3,2,778,95,41,26,-1,-1,-1,-1
3,3,659,445,275,165,-1,-1,-1,-1
3,5,880,363,84,95,-1,-1,-1,-1
3,6,1140,26,18,15,-1,-1,-1,-1
3,7,1251,43,82,54,-1,-1,-1,-1
3,8,1117,299,180,147,-1,-1,-1,-1
3,9,1232,60,10,5,-1,-1,-1,-1
4,1,785,203,150,108,-1,-1,-1,-1
4,2,781,89,40,55,-1,-1,-1,-1
4,3,670,415,263,238,-1,-1,-1,-1
4,5,881,340,82,93,-1,-1,-1,-1
4,6,1121,22,35,47,-1,-1,-1,-1
4,7,1240,37,87,69,-1,-1,-1,-1
4,8,1098,282,189,142,-1,-1,-1,-1
4,9,1227,54,10,6,-1,-1,-1,-1
4,11,1037,61,110,38,-1,-1,-1,-1
4,12,782,152,34,17,-1,-1,-1,-1
4,13,708,32,75,21,-1,-1,-1,-1
4,14,864,20,31,66,-1,-1,-1,-1
4,15,396,520,76,122,-1,-1,-1,-1
4,16,1033,29,32,24,-1,-1,-1,-1
4,17,879,10,7,24,-1,-1,-1,-1
4,18,153,464,242,92,-1,-1,-1,-1
4,19,357,606,59,126,-1,-1,-1,-1
4,20,125,621,136,67,-1,-1,-1,-1
5,1,788,192,147,105,-1,-1,-1,-1
5,2,784,83,39,54,-1,-1,-1,-1
5,3,679,390,253,227,-1,-1,-1,-1
5,5,883,320,76,90,-1,-1,-1,-1
5,6,1119,19,36,46,-1,-1,-1,-1
5,7,1235,33,85,67,-1,-1,-1,-1
5,8,1094,285,188,118,-1,-1,-1,-1
5,9,1223,30,26,25,-1,-1,-1,-1
5,11,1035,57,115,37,-1,-1,-1,-1
5,12,785,145,33,16,-1,-1,-1,-1
5,13,711,8,85,43,-1,-1,-1,-1
5,14,865,16,30,65,-1,-1,-1,-1
5,15,403,510,75,120,-1,-1,-1,-1
5,16,1032,21,32,28,-1,-1,-1,-1
5,17,880,7,6,23,-1,-1,-1,-1
5,18,166,454,237,90,-1,-1,-1,-1
5,19,358,593,67,124,-1,-1,-1,-1
5,20,139,607,134,66,-1,-1,-1,-1
6,1,791,183,143,101,-1,-1,-1,-1
6,2,786,78,39,53,-1,-1,-1,-1
6,3,688,367,243,218,-1,-1,-1,-1
6,5,770,296,187,93,-1,-1,-1,-1
6,6,1118,16,34,45,-1,-1,-1,-1
6,7,1230,29,84,66,-1,-1,-1,-1
6,8,1091,269,182,116,-1,-1,-1,-1
6,9,1219,26,26,25,-1,-1,-1,-1
6,11,1035,51,113,40,-1,-1,-1,-1
6,12,787,139,33,16,-1,-1,-1,-1
6,13,714,7,84,43,-1,-1,-1,-1
6,14,865,13,31,65,-1,-1,-1,-1
6,15,411,500,73,119,-1,-1,-1,-1
6,16,1032,19,30,28,-1,-1,-1,-1
6,17,880,4,6,23,-1,-1,-1,-1
6,18,179,437,232,97,-1,-1,-1,-1
6,19,369,582,64,121,-1,-1,-1,-1
6,20,152,596,137,65,-1,-1,-1,-1
7,1,792,177,141,100,-1,-1,-1,-1
7,2,788,74,38,53,-1,-1,-1,-1
7,3,692,334,239,235,-1,-1,-1,-1
7,5,772,286,185,93,-1,-1,-1,-1
7,6,1117,13,34,46,-1,-1,-1,-1
7,7,1228,26,83,66,-1,-1,-1,-1
7,8,1089,261,180,113,-1,-1,-1,-1
7,9,1216,23,26,57,-1,-1,-1,-1
7,11,1034,49,115,38,-1,-1,-1,-1
7,12,788,135,33,16,-1,-1,-1,-1
7,13,715,5,84,42,-1,-1,-1,-1
7,14,865,11,31,64,-1,-1,-1,-1
7,15,415,495,71,118,-1,-1,-1,-1
7,16,1031,16,30,28,-1,-1,-1,-1
7,17,880,2,6,22,-1,-1,-1,-1
7,18,184,432,231,96,-1,-1,-1,-1
7,19,374,575,63,116,-1,-1,-1,-1
7,20,159,590,135,72,-1,-1,-1,-1
8,1,795,168,138,97,-1,-1,-1,-1
8,2,791,69,38,52,-1,-1,-1,-1
8,3,701,312,229,228,-1,-1,-1,-1
8,5,777,269,179,91,-1,-1,-1,-1
8,6,1115,10,35,45,-1,-1,-1,-1
8,7,1223,22,82,65,-1,-1,-1,-1
8,8,1087,236,174,121,-1,-1,-1,-1
8,9,1212,19,25,56,-1,-1,-1,-1
8,11,1033,45,114,39,-1,-1,-1,-1
8,12,791,128,32,16,-1,-1,-1,-1
8,13,717,3,83,42,-1,-1,-1,-1
8,14,866,8,30,63,-1,-1,-1,-1
8,15,424,486,67,116,-1,-1,-1,-1
8,16,1030,13,30,27,-1,-1,-1,-1
8,17,882,9,4,12,-1,-1,-1,-1
8,18,196,423,226,95,-1,-1,-1,-1
8,19,338,565,107,124,-1,-1,-1,-1
8,20,166,579,170,72,-1,-1,-1,-1
8,35,536,647,58,49,-1,-1,-1,-1
9,1,796,162,148,96,-1,-1,-1,-1
9,2,792,52,38,64,-1,-1,-1,-1
9,3,704,301,230,224,-1,-1,-1,-1
9,5,780,260,176,89,-1,-1,-1,-1
9,6,1114,7,35,45,-1,-1,-1,-1
9,7,1221,18,81,64,-1,-1,-1,-1
9,8,1085,228,172,119,-1,-1,-1,-1
9,9,1210,15,25,56,-1,-1,-1,-1
9,11,1033,42,113,39,-1,-1,-1,-1
9,12,792,124,32,15,-1,-1,-1,-1
9,13,719,13,82,29,-1,-1,-1,-1
9,14,866,6,30,62,-1,-1,-1,-1
9,15,428,480,66,115,-1,-1,-1,-1
9,16,1030,10,30,27,-1,-1,-1,-1
9,17,882,7,4,12,-1,-1,-1,-1
9,18,202,417,224,95,-1,-1,-1,-1
9,19,343,558,105,123,-1,-1,-1,-1
9,20,172,572,169,71,-1,-1,-1,-1
9,35,520,615,78,120,-1,-1,-1,-1
